,Year,country,commodity,price
1,2010,Chile,Wheat,0.2175
10,2010,Israel,Wheat,0.28250000000000003
12,2010,Italy,Wheat,0.24250000000000002
21,2010,Russian Federation,Wheat,0.17416666666666666
22,2010,Ukraine,Wheat,0.16666666666666666
25,2010,Uruguay,Wheat,0.22400000000000003
28,2011,Chile,Wheat,0.30416666666666664
37,2011,Israel,Wheat,0.3858333333333333
39,2011,Italy,Wheat,0.4008333333333334
48,2011,Russian Federation,Wheat,0.21583333333333332
49,2011,Ukraine,Wheat,0.21916666666666665
52,2011,Uruguay,Wheat,0.3016666666666667
55,2012,Chile,Wheat,0.31333333333333335
64,2012,Israel,Wheat,0.3541666666666667
66,2012,Italy,Wheat,0.36083333333333334
75,2012,Russian Federation,Wheat,0.2508333333333333
76,2012,Ukraine,Wheat,0.22416666666666665
79,2012,Uruguay,Wheat,0.265
82,2013,Chile,Wheat,0.3283333333333333
91,2013,Israel,Wheat,0.3625
93,2013,Italy,Wheat,0.36916666666666664
102,2013,Russian Federation,Wheat,0.2783333333333333
103,2013,Ukraine,Wheat,0.23416666666666666
106,2013,Uruguay,Wheat,0.3183333333333333
109,2014,Chile,Wheat,0.28750000000000003
111,2014,China,Wheat,0.4091666666666667
121,2014,Israel,Wheat,0.3066666666666667
123,2014,Italy,Wheat,0.4075
132,2014,Russian Federation,Wheat,0.22583333333333333
133,2014,Ukraine,Wheat,0.19333333333333333
136,2014,Uruguay,Wheat,0.26166666666666666
139,2015,Chile,Wheat,0.24750000000000003
141,2015,China,Wheat,0.3925
151,2015,Israel,Wheat,0.2525
153,2015,Italy,Wheat,0.3466666666666667
162,2015,Russian Federation,Wheat,0.17166666666666666
163,2015,Ukraine,Wheat,0.15833333333333335
166,2015,Uruguay,Wheat,0.2125
169,2016,Chile,Wheat,0.20333333333333334
171,2016,China,Wheat,0.3541666666666667
181,2016,Israel,Wheat,0.235
183,2016,Italy,Wheat,0.24250000000000002
192,2016,Russian Federation,Wheat,0.16416666666666666
193,2016,Ukraine,Wheat,0.15583333333333335
196,2016,Uruguay,Wheat,0.16583333333333333
199,2017,Chile,Wheat,0.2041666666666667
201,2017,China,Wheat,0.3666666666666667
211,2017,Israel,Wheat,0.2525
213,2017,Italy,Wheat,0.245
222,2017,Russian Federation,Wheat,0.16666666666666666
223,2017,Ukraine,Wheat,0.18000000000000002
226,2017,Uruguay,Wheat,0.18416666666666667
229,2018,Chile,Wheat,0.24416666666666667
231,2018,China,Wheat,0.37083333333333335
241,2018,Israel,Wheat,0.27416666666666667
243,2018,Italy,Wheat,0.2609090909090909
252,2018,Russian Federation,Wheat,0.17416666666666666
253,2018,Ukraine,Wheat,0.2041666666666667
256,2018,Uruguay,Wheat,0.21583333333333332
259,2019,Chile,Wheat,0.24416666666666667
261,2019,China,Wheat,0.3458333333333334
271,2019,Israel,Wheat,0.29583333333333334
273,2019,Italy,Wheat,0.277
282,2019,Russian Federation,Wheat,0.19666666666666666
283,2019,Ukraine,Wheat,0.2041666666666667
286,2019,Uruguay,Wheat,0.21583333333333332
289,2020,Chile,Wheat,0.2333333333333333
291,2020,China,Wheat,0.3433333333333333
301,2020,Israel,Wheat,0.308
303,2020,Italy,Wheat,0.31
312,2020,Russian Federation,Wheat,0.19833333333333333
313,2020,Ukraine,Wheat,0.21833333333333335
316,2020,Uruguay,Wheat,0.19999999999999998
